CPF,Origem,Nome,Sexo,Telefone 1,Telefone 2,E-mail,Data de Nascimento,Data de Cadastro,Observações,Pode agendar online,Primeiro agendamento,Último agendamento,Status do primeiro agendamento,Status do último agendamento,Recebe e-mails agendamentos,Recebe e-mail sobre Programa de Fidelidade,CEP,Estado,Endereço,Número,Complemento,Bairro,Cidade,Como nos conheceu,Instagram
Null,Balcão,Cliente 634,Feminino,(71) 0000-0000,,,,5/4/2023,,Sim,5/4/2023,5/4/2023,Cancelado,Cancelado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 635,Feminino,(71) 0000-0000,,,,9/2/2018,,Sim,9/2/2018,17/03/2020,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 636,Feminino,(71) 0000-0000,,,,24/05/2018,,Sim,24/05/2018,24/05/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 637,Feminino,(71) 0000-0000,,,,9/6/2018,,Sim,9/6/2018,9/11/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 638,Feminino,(71) 0000-0000,,,,11/9/2018,,Sim,11/9/2018,11/9/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 639,Feminino,(71) 0000-0000,,,,12/5/2018,,Sim,12/5/2018,12/5/2018,Cancelado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 640,Feminino,(71) 0000-0000,,,,10/2/2018,,Sim,10/2/2018,10/2/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 641,Feminino,(71) 0000-0000,,,,18/04/2018,,Sim,18/04/2018,13/03/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 642,Feminino,(71) 0000-0000,,,,19/04/2018,,Sim,19/04/2018,16/05/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 643,Feminino,(71) 0000-0000,,,,2/2/2018,,Sim,2/2/2018,7/1/2020,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 644,Feminino,(71) 0000-0000,,,,26/11/2018,,Sim,22/11/2018,22/11/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 645,Feminino,(71) 0000-0000,,,,2/2/2018,,Sim,2/2/2018,20/03/2020,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 646,Feminino,(71) 0000-0000,,,,11/5/2018,,Sim,12/5/2018,12/5/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 647,Feminino,(71) 0000-0000,,,,6/4/2018,,Sim,6/4/2018,30/04/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 648,Feminino,(71) 0000-0000,,,,9/3/2018,,Sim,9/3/2018,13/03/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 649,Feminino,(71) 0000-0000,,,,22/12/2018,,Sim,22/12/2018,18/04/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 650,Feminino,(71) 0000-0000,,,,18/09/2018,,Sim,15/09/2018,21/09/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 651,Feminino,(71) 0000-0000,,,,1/1/2019,,Sim,31/12/2018,13/03/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 652,Feminino,(71) 0000-0000,,,,31/12/2018,,Sim,29/12/2018,25/01/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 653,Feminino,(71) 0000-0000,,,,15/05/2019,,Sim,11/5/2019,1/8/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 654,Feminino,(71) 0000-0000,,,,24/03/2018,,Sim,24/03/2018,24/03/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 655,Feminino,(71) 0000-0000,,,,2/3/2020,,Sim,8/2/2020,8/2/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 656,Feminino,(71) 0000-0000,,,,18/01/2018,,Sim,18/01/2018,18/01/2018,Cancelado,Cancelado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 657,Feminino,(71) 0000-0000,,,,17/01/2018,,Sim,16/01/2018,18/01/2018,Finalizado,Cancelado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 658,Feminino,(71) 0000-0000,,,,20/01/2018,,Sim,18/01/2018,18/10/2018,Cancelado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 659,Feminino,(71) 0000-0000,,,,14/05/2019,,Sim,3/5/2019,3/5/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 660,Feminino,(71) 0000-0000,,,,5/4/2023,,Sim,6/4/2023,11/5/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 661,Feminino,(71) 0000-0000,,,,18/04/2023,,Sim,18/04/2023,13/05/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 662,Feminino,(71) 0000-0000,,,,17/01/2018,,Sim,12/1/2018,12/1/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 663,Feminino,(71) 0000-0000,,,,5/9/2018,,Sim,4/9/2018,4/9/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 664,Feminino,(71) 0000-0000,,,,18/11/2018,,Sim,17/11/2018,21/02/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 665,Feminino,(71) 0000-0000,,,,5/5/2018,,Sim,5/5/2018,16/01/2020,Cancelado,Cancelado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 666,Feminino,(71) 0000-0000,,,,22/10/2018,,Sim,19/10/2018,16/03/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 667,Feminino,(71) 0000-0000,,,,6/6/2018,,Sim,6/6/2018,19/03/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 668,Feminino,(71) 0000-0000,,,,2/11/2019,,Sim,15/10/2019,1/2/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 669,Feminino,(71) 0000-0000,,,,28/08/2018,,Sim,28/08/2018,28/08/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 670,Feminino,(71) 0000-0000,,,,14/03/2018,,Sim,15/03/2018,15/03/2018,Confirmado,Confirmado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 671,Feminino,(71) 0000-0000,,,,25/04/2018,,Sim,25/04/2018,7/8/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 672,Feminino,(71) 98103-2163,,,,31/07/2018,,Sim,31/07/2018,31/07/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 673,Feminino,(71) 98882-3574,,,,24/05/2018,,Sim,24/05/2018,5/11/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
